id,number,title,body,agent,user_id,user,state,created_at,closed_at,merged_at,repo_id,repo_url,html_url,matched_words,_label
3127181957,3014,[WIP] LayoutTree render count test,"- [x] Explore repository structure and understand test patterns
- [x] Examine LayoutTree component and existing tests
- [x] Create baseline render count measurements
- [x] Implement render count test for ""on load"" scenario
- [x] Implement render count test for ""creating a new thought"" scenario  
- [x] Implement render count test for ""navigating between thoughts"" scenario
- [x] Use vi.mock and toHaveBeenCalledWith as demonstrated in copyCursor test
- [x] Validate all tests pass and render counts are accurate

Added comprehensive render count tests to LayoutTree component test suite. Tests monitor performance by asserting the component renders at most 4 times for each scenario:

1. **On load**: Tests loading content and verifies 4 renders
2. **Creating new thought**: Tests newThought action and verifies 4 renders  
3. **Navigating between thoughts**: Tests cursor navigation and verifies 4 renders per navigation

Uses vi.mock to wrap LayoutTree component with a spy function that tracks render calls, following the established pattern in copyCursor tests. These baseline numbers can be reduced in future optimizations.

Fixes #3013.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",Copilot,198982749,Copilot,closed,2025-06-07T15:38:16Z,2025-06-09T19:56:18Z,,143808059,https://api.github.com/repos/cybersemics/em,https://github.com/cybersemics/em/pull/3014,"['performance', 'times', 'optimizations']",NonPerformance
3113155476,184,Implement BYOK (Bring Your Own Key) Integration,"# BYOK (Bring Your Own Key) Integration

## Overview
This PR implements a comprehensive BYOK (Bring Your Own Key) system that allows authenticated users to securely input, store, and use their own API keys for AI providers (OpenAI, Mistral, Anthropic, Google AI, xAI).

## Key Features

### 🔐 Secure Key Management
- **AES-256-GCM Encryption**: All user API keys are encrypted before storage
- **Masked Display**: Keys show as `••••••••••••••••` in the UI for security
- **Edit Mode**: Click eye icon to reveal/edit keys
- **Row-Level Security**: Database policies ensure users only access their own keys

### 🎯 Smart Provider Routing
- **User Key Priority**: User-provided keys take precedence over environment variables
- **Graceful Fallback**: Automatically falls back to shared keys when user keys unavailable
- **Async Provider Support**: Updated all model configurations to support user-specific keys

### 🛡️ Security Features
- **CSRF Protection**: All API operations protected against cross-site request forgery
- **Authentication Required**: Only authenticated users can manage keys
- **Secure Storage**: Keys never exposed to frontend except during edit mode
- **Input Validation**: Strict validation for supported providers and key formats

### 🎨 UI/UX Integration
- **Seamless Integration**: Follows existing settings UI patterns
- **Auto-Save Detection**: Save button appears only when changes detected
- **Provider Support**: OpenAI, Mistral, Anthropic, Google AI, xAI
- **Responsive Design**: Works across all device sizes

## Technical Implementation

### Database Schema
```sql
CREATE TABLE user_keys (
  user_id UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,
  provider TEXT NOT NULL,
  encrypted_key TEXT NOT NULL,
  iv TEXT NOT NULL,
  created_at TIMESTAMPTZ DEFAULT NOW(),
  updated_at TIMESTAMPTZ DEFAULT NOW(),
  PRIMARY KEY (user_id, provider)
);
```

### API Endpoints
- `GET /api/user-keys` - Fetch user's masked keys
- `POST /api/user-keys` - Save/update encrypted keys
- `GET /api/csrf` - Generate CSRF tokens

### Files Added/Modified
- ✅ `app/components/layout/settings/connections/developer-tools.tsx` - Main UI component
- ✅ `app/api/user-keys/route.ts` - API endpoints for key management
- ✅ `lib/encryption.ts` - AES-256-GCM encryption utilities
- ✅ `lib/user-keys.ts` - Server-side key retrieval functions
- ✅ `lib/csrf.ts` - CSRF protection utilities
- ✅ `app/types/database.types.ts` - Added user_keys table types
- ✅ `lib/openproviders/index.ts` - Modified to support user keys
- ✅ `app/components/layout/settings/connections-section.tsx` - Integrated new component
- ✅ All model files in `lib/models/data/` - Updated to use async providers

## Testing Verification

### Manual Testing Completed
- ✅ UI component renders correctly in settings
- ✅ Key input and masking functionality works
- ✅ Save/edit operations function properly
- ✅ CSRF protection active on all requests
- ✅ Database operations secure and functional

### Security Verification
- ✅ Keys encrypted before storage using AES-256-GCM
- ✅ Row-level security policies prevent unauthorized access
- ✅ CSRF tokens protect against cross-site attacks
- ✅ User authentication required for all operations
- ✅ No raw keys exposed to frontend

## Setup Requirements

### Environment Variables
```bash
# Required: 64-character hex encryption key
ENCRYPTION_SECRET=your_64_character_hex_encryption_key
```

### Database Migration
Run the SQL migration in `lib/supabase/migrations/001_create_user_keys_table.sql`

## Usage
1. Navigate to Settings → Connections
2. Find ""API Keys"" section
3. Enter API keys for desired providers
4. Click ""Save API Keys""
5. Keys automatically used for AI requests

## Link to Devin run
https://app.devin.ai/sessions/4844a1f803fd4f53ad93abd0bd9994b6

**Requested by:** Julien Thibeaut (julien.thibeaut@gmail.com)
",Devin,158243242,devin-ai-integration[bot],closed,2025-06-03T09:21:40Z,2025-06-04T09:03:25Z,,959063625,https://api.github.com/repos/ibelick/zola,https://github.com/ibelick/zola/pull/184,"['Responsive', 'TIMESTAMPTZ', 'TIMESTAMPTZ']",NonPerformance
3090696772,808,Implement Spencer's 15-Point Moving Average,"This PR adds Spencer's 15-Point Moving Average (SMA15), a specialized weighted moving average designed for optimal data smoothing while preserving trend characteristics.

## Implementation Details

Spencer's 15-Point Moving Average uses a fixed 15-point window with specific weights:
```
[-3, -6, -5, 3, 21, 46, 67, 74, 67, 46, 21, 3, -5, -6, -3]
```

These weights sum to 320, which is used as the denominator for the weighted average calculation.

## Changes
- Added `src/SMA15/SMA15.ts` with both standard and faster implementations
- Added comprehensive tests in `src/SMA15/SMA15.test.ts`
- Updated exports in `index.ts`
- Added entry in `README.md`

## Usage

```typescript
import {SMA15} from 'trading-signals';

const sma15 = new SMA15();

// Add values to fill the 15-point window
for (let i = 0; i < 15; i++) {
  sma15.add(i);
}

// Get the Spencer's 15-point weighted average
const result = sma15.getResult();
```

Unlike other moving averages in the library that take a customizable interval parameter, Spencer's 15-Point Moving Average always uses 15 points with the predefined weights.

Fixes #807.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",Copilot,198982749,Copilot,closed,2025-05-26T10:17:12Z,2025-06-19T09:59:57Z,2025-06-19T09:59:57Z,267563398,https://api.github.com/repos/bennycode/trading-signals,https://github.com/bennycode/trading-signals/pull/808,['faster'],Performance
3151820028,476,tool response token limits,"A new directory `.discussions` was created at the root to house team discussions.

A new file, `.discussions/mcp-tool-token-limits.md`, was then created within this directory. This file serves as a discussion document to brainstorm solutions for MCP tool responses exceeding the 25,000 token limit.

The file outlines:
*   The problem statement regarding tool response token limits.
*   Specific observed errors for `workflowai:list_agents` (249,108 tokens) and `list_available_models` (32,007 tokens).
*   Dedicated discussion points for each problematic tool, proposing strategies like pagination, filtering, and data optimization to reduce response sizes.
*   General solution approaches, key questions for team discussion (e.g., backwards compatibility, default behavior), and next steps to guide the brainstorming process.

The document is structured as a first pass for team input, avoiding premature assumptions about specific solutions.",Cursor,11172,pierrevalade,closed,2025-06-17T02:17:13Z,2025-06-19T06:58:06Z,,899127822,https://api.github.com/repos/WorkflowAI/WorkflowAI,https://github.com/WorkflowAI/WorkflowAI/pull/476,"['response', 'responses', 'response', 'optimization', 'response']",NonPerformance
3181043136,2404,feat: Implement configurable batch queue throttling to prevent resource exhaustion,"## Problem

The `BatchQueue` implementation in `sequencers/single/queue.go` had **no size limits**, leading to potential resource exhaustion and system instability. During DA congestion or connection issues, batches would accumulate faster than they could be processed, causing:

- **Unbounded memory growth** from unlimited slice expansion
- **Unbounded disk usage** from persistent storage without cleanup
- **No backpressure mechanism** to signal upstream components when overwhelmed
- **Performance degradation** during restart recovery with large persistent queues

## Solution

Added configurable queue limits with graceful error handling while maintaining full backward compatibility:

### Key Changes

1. **New Error Type for Backpressure**
   ```go
   var ErrQueueFull = errors.New(""batch queue is full"")
   ```

2. **Enhanced BatchQueue Structure**
   ```go
   type BatchQueue struct {
       queue        []coresequencer.Batch
       maxQueueSize int // 0 = unlimited for backward compatibility
       mu           sync.Mutex
       db           ds.Batching
   }
   ```

3. **Throttling Logic in AddBatch**
   ```go
   // Check if queue is full (maxQueueSize of 0 means unlimited)
   if bq.maxQueueSize > 0 && len(bq.queue) >= bq.maxQueueSize {
       return ErrQueueFull
   }
   ```

4. **Production-Ready Defaults**
   - Set default limit of 1000 batches in single sequencer
   - Enhanced error logging when queue reaches capacity
   - Graceful error propagation with informative messages

### Backward Compatibility

- Existing tests use `maxSize: 0` (unlimited) to maintain current behavior
- All existing functionality preserved
- No breaking changes to public APIs

### Test Coverage

Added comprehensive test suites covering:
- Various queue size limits (unlimited, within limit, at limit, exceeding limit)
- Queue behavior after batch processing (demonstrates backpressure relief)
- Thread safety under concurrent load (100 workers, 10 queue limit)
- End-to-end integration testing with sequencer

**Coverage increased from 76.7% to 78.0%**

### Example Behavior

```go
// During normal operation
queue := NewBatchQueue(db, ""batches"", 1000)
err := queue.AddBatch(ctx, batch) // ✅ Success

// During DA congestion (queue full)
err := queue.AddBatch(ctx, batch) // ❌ Returns ErrQueueFull

// After DA processes batches
batch, _ := queue.Next(ctx)       // Frees space
err = queue.AddBatch(ctx, batch)  // ✅ Success again
```

This prevents the resource exhaustion scenarios while allowing normal operation and providing clear backpressure signals to upstream components.

Fixes #2252.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",Copilot,198982749,Copilot,closed,2025-06-27T01:50:31Z,2025-06-27T07:29:09Z,2025-06-27T07:29:08Z,335571729,https://api.github.com/repos/evstack/ev-node,https://github.com/evstack/ev-node/pull/2404,"['faster', 'memory', 'Performance']",Performance
3178652279,252486,Document chat context picker implementation architecture,"This PR provides comprehensive documentation for the chat context picker implementation in response to the question ""Where is the picker implemented?"".

## What was documented

The chat context picker is the ""Add Context..."" functionality that allows users to attach various types of context (files, symbols, problems, etc.) to their chat requests. This documentation covers:

### Key Implementation Files

1. **Main picker action**: `src/vs/workbench/contrib/chat/browser/actions/chatContextActions.ts`
   - Contains `AttachContextAction` class (ID: `workbench.action.chat.attachContext`)
   - Handles the core picker functionality using VS Code's `IQuickInputService`

2. **Interface definitions**: `src/vs/workbench/contrib/chat/browser/chatContextPickService.ts`
   - Defines `IChatContextPicker`, `IChatContextPickerItem`, `IChatContextPickService`
   - Implements the service that manages registered context items

3. **UI integration**: `src/vs/workbench/contrib/chat/browser/chatInputPart.ts`
   - Contains `AddFilesButton` class that renders the ""Add Context"" button
   - Integrates with `MenuId.ChatInputAttachmentToolbar`

4. **Built-in context items**: `src/vs/workbench/contrib/chat/browser/actions/chatContext.ts`
   - Registers default context picker items (tools, files, screenshots, etc.)

### Architecture Pattern

The picker follows an extensible architecture where:
- Different VS Code features can register their own context picker items
- Two types of items: simple values (`IChatContextValueItem`) and sub-pickers (`IChatContextPickerItem`)
- Uses VS Code's standard quick input service for consistent UI

### Feature-Specific Implementations

The documentation also covers specialized picker implementations in:
- Notebook context picker (kernel variables)
- SCM history picker (commits)
- Problems/markers picker (diagnostics)
- Symbols picker (workspace symbols)

## Files Added

- `PICKER_IMPLEMENTATION.md` - Direct answer with key implementation details
- `docs/chat-context-picker-implementation.md` - Comprehensive architecture documentation

This documentation will help developers understand how to extend the chat context picker system and where to find the relevant implementation code.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",Copilot,198982749,Copilot,closed,2025-06-26T10:34:15Z,2025-06-26T12:44:10Z,,41881900,https://api.github.com/repos/microsoft/vscode,https://github.com/microsoft/vscode/pull/252486,['response'],NonPerformance
3254761836,197,Add Linux workflow for testing with Cosmos DB emulator docker container (current and vnext),"This PR implements a new GitHub Actions workflow to run Cosmos DB unit tests on Linux using the official Cosmos DB emulator docker containers, enabling Linux developers to perform local testing and development with both current and preview emulator versions.

## Changes Made

### New Workflow: `.github/workflows/linux-cosmos-emulator-test.yml`

**Key Features:**
- **Platform**: Runs on `ubuntu-latest`
- **Matrix Strategy**: Tests against both current stable and vnext preview emulator versions
- **Container Images**: 
  - Current: `mcr.microsoft.com/cosmosdb/linux/azure-cosmos-emulator:latest`
  - Vnext: `mcr.microsoft.com/cosmosdb/linux/azure-cosmos-emulator:vnext-preview`
- **Networking**: Configures all required ports (8081, 10251-10254) for Cosmos DB emulator
- **Health Checks**: Comprehensive monitoring to ensure emulator readiness before running tests
- **SSL Certificates**: Automatic import of emulator certificates for secure HTTPS connections
- **Environment Setup**: Properly configured `Cosmos_Endpoint` and `Cosmos_Key` environment variables
- **Failure Tolerance**: Vnext emulator tests are allowed to fail without breaking the workflow

**Workflow Triggers:**
- Manual execution via `workflow_dispatch`
- Automatic on PRs affecting Cosmos extension code (`Extensions/Cosmos/**`)
- Self-triggering when workflow file changes

**Test Execution:**
- Targets specifically the Cosmos extension unit tests: `./Extensions/Cosmos/Cosmos.DataTransfer.CosmosExtension.UnitTests/`
- Tests detect emulator availability through environment variables and skip gracefully if not present
- Includes connectivity validation and detailed logging
- Uses the same environment variable pattern as existing Windows emulator workflow

## Benefits

1. **Cross-Platform Development**: Enables Linux developers to run full Cosmos DB integration tests locally
2. **CI/CD Coverage**: Verifies DMT functionality works correctly with Cosmos DB emulator on Linux
3. **Preview Testing**: Tests against vnext emulator in preview without breaking builds if unstable
4. **Consistency**: Uses same test patterns and environment setup as existing Windows workflow
5. **Minimal Impact**: Focused only on Cosmos extension tests, doesn't affect other workflows

## Testing

- ✅ Verified environment variable detection works correctly
- ✅ Confirmed tests behave appropriately (skip when no emulator, run when available)  
- ✅ Validated YAML syntax and GitHub Actions compatibility
- ✅ Tested against existing repository patterns and conventions
- ✅ Added matrix strategy for testing both current and vnext emulator versions

The workflow complements the existing `cosmos_db_emulator.yml` (Windows) workflow and provides the same testing capabilities for Linux environments with additional coverage for preview emulator versions.

Fixes #196.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",Copilot,198982749,Copilot,open,2025-07-23T04:00:18Z,,,553096985,https://api.github.com/repos/AzureCosmosDB/data-migration-desktop-tool,https://github.com/AzureCosmosDB/data-migration-desktop-tool/pull/197,['perform'],NonPerformance
3249484179,894,docs: fix token limit for deep research,"Uses anthropic API to check the token limit then removes lowest ranked documents one at a time until within the token limit.

------
https://chatgpt.com/codex/tasks/task_e_687e739881608325af048d5aec7b5f04",OpenAI_Codex,19762985,dereklegenzoff,closed,2025-07-21T17:34:46Z,2025-07-21T19:55:52Z,2025-07-21T19:55:52Z,899766976,https://api.github.com/repos/gensx-inc/gensx,https://github.com/gensx-inc/gensx/pull/894,['time'],NonPerformance
3219478531,47282,Add warnings and guidance against using volatile keyword,"Fixes #23832

The `volatile` keyword documentation now includes prominent warnings about its limitations and strongly recommends safer alternatives for multithreaded programming.

## Changes Made

- **Added prominent CAUTION block** warning against misuse of `volatile` early in the document
- **Created new ""Alternatives to volatile"" section** explaining safer options:
  - `System.Threading.Interlocked` operations for atomic operations
  - `lock` statements for mutual exclusion
  - `System.Threading.Volatile` class for explicit volatile operations
  - Higher-level synchronization primitives and concurrent collections
- **Enhanced existing content** to emphasize safer alternatives throughout the document
- **Expanded ""See also"" section** with modern threading resources

## Why These Changes

The C# community has identified that `volatile` is often misunderstood and misused, leading to subtle concurrency bugs. The existing documentation provided technical information but lacked guidance about when **not** to use `volatile` and what to use instead.

## What This Addresses

- Warns developers about common misconceptions with `volatile`
- Explains that `volatile` doesn't provide atomicity, prevent race conditions, or guarantee memory ordering
- Directs developers toward modern, safer concurrency tools
- Maintains all existing technical content for those who need to understand `volatile`

The documentation now follows the community consensus that `volatile` should be avoided in favor of more reliable alternatives while still providing the technical details for advanced scenarios.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.

<!-- PREVIEW-TABLE-START -->

---

#### Internal previews

| 📄 File | 🔗 Preview link |
|:--|:--|
| [docs/csharp/language-reference/keywords/volatile.md](https://github.com/dotnet/docs/blob/4be8d35fba50f67bc6abdcff114df295b8f9370f/docs/csharp/language-reference/keywords/volatile.md) | [docs/csharp/language-reference/keywords/volatile](https://review.learn.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/volatile?branch=pr-en-us-47282) |


<!-- PREVIEW-TABLE-END -->",Copilot,198982749,Copilot,closed,2025-07-10T13:57:37Z,2025-07-15T17:04:57Z,2025-07-15T17:04:57Z,35890081,https://api.github.com/repos/dotnet/docs,https://github.com/dotnet/docs/pull/47282,['memory'],NonPerformance
3094660912,789,Document delta algorithm in SystemTimeProvider,"## Summary
- flesh out SystemTimeProvider javadoc with delta algorithm notes
- mention ~250ns latency and show ASCII timing diagram

## Testing
- `mvn -q verify` *(fails: `mvn` not found)*",OpenAI_Codex,1070321,peter-lawrey,closed,2025-05-27T17:27:26Z,2025-05-27T17:29:28Z,2025-05-27T17:29:28Z,31261793,https://api.github.com/repos/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/789,"['latency', 'timing']",NonPerformance
