id,number,title,body,agent,user_id,user,state,created_at,closed_at,merged_at,repo_id,repo_url,html_url,llm_output,_label
3070165463,21371,perf: Optimize getSlots function to handle large dateRanges arrays efficiently,"# Optimize getSlots function to handle large dateRanges arrays efficiently

## Problem
The `getSlots` function in `packages/lib/slots.ts` was taking around 6 seconds to process when handling hundreds of date ranges, causing performance issues.

## Solution
This PR optimizes the algorithm to significantly improve performance:

1. Replaced the O(n²) nested loop with a more efficient lookup approach
2. Added a check to skip duplicate slots
3. Optimized the slot boundary lookup process

## Testing
- All existing tests pass, including the half-hour timezone test
- Added a performance test with hundreds of date ranges
- Performance improved from ~6s to ~70ms (85x faster)

## Performance Results
```
Performance test completed in 67.765418ms with 288 slots generated from 288 date ranges
```

Link to Devin run: https://app.devin.ai/sessions/48f5178b95de49efbd0ee2e44fc8d39b
Requested by: keith@cal.com

    
<!-- This is an auto-generated description by mrge. -->
---

## Summary by mrge
Optimized the getSlots function to process large arrays of date ranges much faster, reducing execution time from about 6 seconds to under 100ms.

- **Performance**
  - Replaced nested loops with a faster lookup approach.
  - Skips duplicate slots and improves slot boundary checks.
  - Added a performance test to verify speed with hundreds of date ranges.

<!-- End of auto-generated description by mrge. -->

",Devin,158243242,devin-ai-integration[bot],closed,2025-05-17T01:51:47Z,2025-05-17T03:00:13Z,2025-05-17T03:00:13Z,350360184,https://api.github.com/repos/calcom/cal.com,https://github.com/calcom/cal.com/pull/21371,"analysisWe need to classify as 'performance' or 'non-performance'. The PR title: ""perf: Optimize getSlots function to handle large dateRanges arrays efficiently"". The body describes performance improvements, speed, 85x faster. So it's performance.assistantfinalperformance",Performance
3240351285,9378,fortran: fold membership constants,"## Summary
- fold membership checks on constant integer or string lists at compile time
- document membership folding in TASKS
- mention optimized membership in machine README

## Testing
- `go test ./compiler/x/fortran -tags=slow -count=1` *(fails: 24 passed, 76 failed)*

------
https://chatgpt.com/codex/tasks/task_e_68792cde63108320a83946a3f4f6a80a",OpenAI_Codex,1218621,tamnd,closed,2025-07-17T17:24:51Z,2025-07-17T17:25:03Z,2025-07-17T17:25:03Z,985853139,https://api.github.com/repos/mochilang/mochi,https://github.com/mochilang/mochi/pull/9378,"analysisWe need to classify as performance or non-performance. The PR title: ""fortran: fold membership constants"". Summary: ""fold membership checks on constant integer or string lists at compile time"". That is about compile-time optimization: folding membership checks. That is a performance improvement: compile-time constant folding reduces runtime overhead. So it's performance. Also mention optimized membership in machine README. So classification: performance.assistantfinalperformance",Performance
3080621090,8360,feat(root): upgrade nx to latest version and remove legacy cache,"# Upgrade Nx to Latest Version and Remove Legacy Cache

## Description
This PR upgrades Nx from v20.3.0 to v21.0.4 and updates the nx.json configuration to not use legacy cache. The changes include:

1. Updating Nx version in package.json to 21.0.4
2. Updating nx-cloud package to 19.1.0
3. Updating nx.json to use the modern format without legacy cache
4. Updating the runner configuration in nx.json and libs/automation/nx.json to use nx-cloud

## Motivation
Upgrading to the latest version of Nx provides access to new features, performance improvements, and bug fixes. Removing the legacy cache configuration ensures compatibility with the latest Nx version and improves build performance.

## Type of change
- [x] New feature (non-breaking change which adds functionality)

## How Has This Been Tested?
The changes have been tested by running the build command locally.

## Link to Devin run
https://app.devin.ai/sessions/7d2756b931f042aa9a941adae8055d31

## Requested by
Dima Grossman (dima@novu.co)
",Devin,158243242,devin-ai-integration[bot],closed,2025-05-21T15:23:07Z,2025-05-21T16:16:38Z,,400215964,https://api.github.com/repos/novuhq/novu,https://github.com/novuhq/novu/pull/8360,"analysisWe need to classify as performance or non-performance. The PR is about upgrading Nx to latest version and removing legacy cache. The motivation says ""Upgrading to the latest version of Nx provides access to new features, performance improvements, and bug fixes. Removing the legacy cache configuration ensures compatibility with the latest Nx version and improves build performance."" So it's about performance improvements. The question: ""determine whether the primary purpose of the pull request is to improve performance."" The PR is about upgrading Nx and removing legacy cache to improve build performance. That is performance. So classification: performance.assistantfinalperformance",Performance
3169285792,2755,Implement simple bytecode specialization,"## Summary
- add specialized arithmetic opcodes to `vm`
- emit specialized ops when both operands are known ints or floats
- update disassembler and runtime execution logic
- refresh VM IR test outputs

## Testing
- `go test ./tests/vm -run TestVM_IR -update`
- `go test ./tests/vm -run .`


------
https://chatgpt.com/codex/tasks/task_e_6859ab8e90988320867238647e27fd93",OpenAI_Codex,1218621,tamnd,closed,2025-06-23T19:50:29Z,2025-06-24T04:07:45Z,,985853139,https://api.github.com/repos/mochilang/mochi,https://github.com/mochilang/mochi/pull/2755,"analysisWe need to classify the pull request as performance or non-performance. The PR title: ""Implement simple bytecode specialization"". The body: adding specialized arithmetic opcodes to vm, emit specialized ops when both operands are known ints or floats, update disassembler and runtime execution logic, refresh VM IR test outputs. This is about bytecode specialization to improve performance. The description mentions specialized arithmetic opcodes, compile-time optimization. This is a performance improvement. So classification: 'performance'.assistantfinalperformance",NonPerformance
3127377495,558,👷 Enable Docker BuildKit caching,"## Summary
- enable Docker Buildx cache via GitHub Actions
- revert Dockerfile cache mounts
- document the workflow improvement in a changeset

## Testing
- `pnpm lint`
- `pnpm test:unit` *(fails: fetch failed)*

------
https://chatgpt.com/codex/tasks/task_b_684487ed13888323959b7285586b85b0",OpenAI_Codex,5880908,wei,closed,2025-06-07T18:55:16Z,2025-06-07T19:01:32Z,2025-06-07T19:01:32Z,297803332,https://api.github.com/repos/wei/socialify,https://github.com/wei/socialify/pull/558,"analysisWe need to classify as performance or non-performance. The PR title: ""Enable Docker BuildKit caching"". Summary: enable Docker Buildx cache via GitHub Actions, revert Dockerfile cache mounts, document workflow improvement. This is about caching to speed up builds. That is performance improvement. So label 'performance'.assistantfinalperformance",Performance
3150434121,430,Optimize simplifier loop traversal,"## Summary
- improve graph traversal loops in `pattern-matcher.lisp`
- remove unnecessary list consing when exploring FastGraph

## Testing
- `make test` *(fails: network access required for dependencies)*

------
https://chatgpt.com/codex/tasks/task_b_684fc9a0b61c83258d8809c4afe369b5",OpenAI_Codex,88639579,hikettei,closed,2025-06-16T15:30:02Z,2025-06-24T12:01:12Z,,831972025,https://api.github.com/repos/hikettei/Caten,https://github.com/hikettei/Caten/pull/430,"analysisWe need to classify as performance or non-performance. The PR title: ""Optimize simplifier loop traversal"". Summary: improve graph traversal loops, remove unnecessary list consing. That is performance improvement. So label 'performance'.assistantfinalperformance",Performance
3179460425,344,Introduce UID support for Messages to enable efficient frontend tracking,"This PR introduces unique identifiers (UIDs) for all message types to enable efficient message tracking and filtering, particularly beneficial for frontend applications that need to sync message state without unnecessary data transfer.

## Overview

All messages now generate deterministic SHA256-based UIDs from their content, enabling:
- **Efficient sync**: Frontend can request only messages newer than a known UID
- **Deduplication**: Identical messages are easily identified by matching UIDs  
- **State management**: Track which messages have been processed/displayed
- **Bandwidth optimization**: Avoid re-transmitting known messages

## Changes Made

### Core Message Interface
- Added `getUid(): string` method to `MessageInterface`
- All message types (`SystemMessage`, `AssistantMessage`, `UserMessage`, `ToolCallMessage`) now implement UID generation
- UIDs are deterministic - same content always produces the same UID

### MessageBag Enhancements
Added new methods to `MessageBag` and `MessageBagInterface`:
- `findByUid(string $uid): ?MessageInterface` - Find message by UID
- `hasMessageWithUid(string $uid): bool` - Check if UID exists
- `getUids(): array` - Get all UIDs in order
- `messagesAfterUid(string $uid): array` - Get messages after a specific UID
- `messagesNewerThan(string $uid): self` - Get MessageBag with newer messages

### UID Generation Strategy
- Uses SHA256 hashing for deterministic, content-based UIDs
- Includes message role and content in hash computation
- Complex content (tool calls, multiple content objects) is serialized consistently
- 64-character hex string format

## Usage Example

```php
use PhpLlm\LlmChain\Platform\Message\Message;
use PhpLlm\LlmChain\Platform\Message\MessageBag;

// Messages generate consistent UIDs
$message1 = Message::forSystem('Welcome');
$message2 = Message::forSystem('Welcome'); // Same UID as message1
$userMsg = Message::ofUser('Hello');

$bag = new MessageBag($message1, $userMsg);

// Get only new messages since last sync
$lastKnownUid = $message1->getUid();
$newMessages = $bag->messagesNewerThan($lastKnownUid);

// Frontend can now request only messages it hasn't seen
$uids = $bag->getUids();
$latestMessage = $bag->findByUid(end($uids));
```

## Frontend Integration Benefits

This enables the exact use case described in the issue - frontends can now:
1. Track the last known message UID
2. Request only messages newer than that UID
3. Avoid downloading the entire conversation history on each update
4. Efficiently manage real-time message updates

## Backward Compatibility

This change is fully backward compatible. Existing code continues to work unchanged, and the new UID functionality is opt-in.

## Testing

- Comprehensive test suite covering all message types and UID scenarios
- Verified deterministic behavior across identical content
- Tested MessageBag filtering functionality
- Validated practical frontend-backend sync patterns

Fixes #77.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `https://api.github.com/repos/CodeWithKyrian/transformers-libsloader/zipball/7052adad23e969701a961437b77422f820df05ba`
>   - Triggering command: `/usr/bin/php8.3 -n -c /tmp/E7SlNf /usr/bin/composer install --ignore-platform-req=ext-mongodb ` (http block)
> - `https://api.github.com/repos/OskarStark/enum-helper/zipball/adccc8c099db61cb26497a1e1987fc95ebda02a9`
>   - Triggering command: `/usr/bin/php8.3 -n -c /tmp/9SZRkl /usr/bin/composer install --ignore-platform-req=ext-mongodb --no-dev ` (http block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>



<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",Copilot,198982749,Copilot,closed,2025-06-26T15:10:34Z,2025-06-30T21:01:31Z,,777432944,https://api.github.com/repos/php-llm/llm-chain,https://github.com/php-llm/llm-chain/pull/344,"analysisWe need to classify whether the primary purpose of the PR is to improve performance. The PR introduces UID support for messages to enable efficient frontend tracking, sync, deduplication, bandwidth optimization. The focus is on efficient sync, bandwidth optimization, avoiding re-transmitting known messages. That is performance improvement: reducing bandwidth, efficient sync. The keywords: ""efficient"", ""bandwidth optimization"", ""deduplication"", ""sync"". The classification: 'performance'. The PR is about performance improvement. So output 'performance'.assistantfinalperformance",Performance
3138073133,45946,[Azure Pipelines] Implement Copilot build detection with x64-linux first execution,"## Problem

Copilot-triggered workflows were overloading the Azure Pipelines pool by running all triplets in parallel, causing resource contention and slower feedback for both Copilot and regular users.

## Solution

This PR implements automatic Copilot build detection and conditional execution logic:

### 🔍 **Copilot Detection**
Detects Copilot builds via multiple indicators:
- `Build.RequestedForEmail` contains ""copilot"" or ""github.com""
- `Build.SourceVersionMessage` contains ""copilot"" 
- `Build.RequestedFor` contains ""copilot""

### 🎯 **Execution Strategy**

**For Copilot builds:**
1. Run x64-linux first
2. Only run other triplets if x64-linux succeeds
3. Cancel remaining jobs if x64-linux fails

**For regular builds:**
- Unchanged behavior - all triplets run in parallel

### 🏗️ **Implementation**

Restructured the pipeline into 3 stages:

```yaml
stages:
- DetectBuildType    # Determines if build is Copilot-triggered
- BuildX64Linux      # Always runs x64-linux first  
- BuildAllOthers     # Conditionally runs other triplets
```

The key logic uses Azure Pipelines stage conditions:
```yaml
condition: or(
  eq(dependencies.DetectBuildType.outputs['DetectCopilot.detect.IsCopilotBuild'], 'false'),
  succeeded('BuildX64Linux')
)
```

### ✅ **Benefits**

- **Resource Efficiency**: Prevents pool overload for Copilot builds
- **Fast Feedback**: Early failure detection saves time and resources  
- **Zero Impact**: Regular user workflows completely unchanged
- **Robust Detection**: Multiple fallback mechanisms catch various Copilot scenarios

### 🧪 **Testing Scenarios**

| Scenario | x64-linux | Other Jobs | Behavior |
|----------|-----------|------------|----------|
| Copilot + Success | ✅ Runs first | ✅ Run after x64-linux | Serial execution |
| Copilot + Failure | ❌ Fails | ❌ Cancelled | Early termination |
| Regular Build | ✅ Runs | ✅ Run in parallel | Existing behavior |

Fixes #45945.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",Copilot,198982749,Copilot,open,2025-06-11T20:49:09Z,,,68312233,https://api.github.com/repos/microsoft/vcpkg,https://github.com/microsoft/vcpkg/pull/45946,"analysisWe need to classify whether the primary purpose of the pull request is to improve performance. The PR is about implementing Copilot build detection to avoid overloading Azure Pipelines pool, resource contention, slower feedback. It aims to improve performance by reducing resource contention, faster feedback, early failure detection. The description includes ""Resource Efficiency"", ""Fast Feedback"", ""Early failure detection saves time and resources"". This is performance improvement. So classification: 'performance'.assistantfinalperformance",Performance
3082306112,448,Add Redis caching for LLM calls,"## Summary
- Add `llm_cache_redis_url` config option and propagate to model builders
- Setup LangChain RedisCache when creating LLM models
- Implement manual caching in instructor methods
- Test new configuration and caching behaviour",OpenAI_Codex,198574046,robbie-portia,closed,2025-05-22T07:10:12Z,2025-05-23T16:59:59Z,2025-05-23T16:59:59Z,902291246,https://api.github.com/repos/portiaAI/portia-sdk-python,https://github.com/portiaAI/portia-sdk-python/pull/448,analysisWe need to classify whether the primary purpose is performance. The PR adds Redis caching for LLM calls. Caching is a performance improvement. So classification: 'performance'.assistantfinalperformance,Performance
3186063431,3950,Run vm tests and refresh IR outputs,"## Summary
- improve peephole optimizer to avoid rewriting registers for mutating ops
- regenerate IR for group_by_conditional_sum test
- run runtime/vm tests

## Testing
- `go test ./runtime/vm -tags slow`
- `go test ./tests/vm -tags slow -run TestVM_IR -update`


------
https://chatgpt.com/codex/tasks/task_e_68611c3d11e88320b098d0ae31fd67d6",OpenAI_Codex,1218621,tamnd,closed,2025-06-29T11:12:09Z,2025-07-01T03:06:10Z,,985853139,https://api.github.com/repos/mochilang/mochi,https://github.com/mochilang/mochi/pull/3950,"analysisWe need to classify as performance or non-performance. The PR title: ""Run vm tests and refresh IR outputs"". Body: ""improve peephole optimizer to avoid rewriting registers for mutating ops"". That is about peephole optimizer improvement, likely performance. Also ""regenerate IR for group_by_conditional_sum test"". ""run runtime/vm tests"". The key phrase: ""improve peephole optimizer to avoid rewriting registers for mutating ops"" - that is optimization. So performance. So label 'performance'.assistantfinalperformance",Performance
