id,number,title,user,user_id,state,created_at,closed_at,merged_at,repo_url,html_url,body,agent,llm_output
2419106029,87963,ref(span-buffer): Move from sets to arrays,untitaker,837573,closed,2025-03-26T11:30:27Z,2025-04-04T10:20:54Z,,https://api.github.com/repos/getsentry/sentry,https://github.com/getsentry/sentry/pull/87963,"Arrays might be faster as they might not run comparisons on payloads to
determine whether they are unique. However, they might not be as each
item has to be copied individually in Lua.
",Human,"analysisWe need to classify as performance or non-performance. The PR title: ""ref(span-buffer): Move from sets to arrays"". Body: ""Arrays might be faster as they might not run comparisons on payloads to determine whether they are unique. However, they might not be as each item has to be copied individually in Lua.""

This is about performance: moving from sets to arrays to potentially improve speed. Contains ""faster"". So classification: performance.assistantfinalperformance"
2258009014,14887,feat: Avoid class fields all-together,mydea,2411343,closed,2025-01-02T15:00:27Z,2025-01-03T08:07:49Z,2025-01-03T08:07:49Z,https://api.github.com/repos/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/14887,"We already have an eslint rule to avoid class fields, but had exceptions for static fields as well as for arrow functions.

This also leads to bundle size increases, so removing the exceptions and handling the (few) exceptions we have there should save some bytes.

Additionally, this has additional challenges if we want to avoid/reduce polyfills, as class fields need to be polyfilled for ES2020, sadly.

Found as part of https://github.com/getsentry/sentry-javascript/pull/14882",Human,"analysisWe need to classify as performance or non-performance. The PR title: ""feat: Avoid class fields all-together"". Body: mentions eslint rule to avoid class fields, exceptions for static fields and arrow functions. Also mentions bundle size increases, removing exceptions and handling few exceptions should save some bytes. Also mentions polyfills for ES2020. So it's about reducing bundle size, removing polyfills, performance improvement. The keywords: ""bundle size increases"", ""save some bytes"", ""polyfills"", ""performance"". So it's performance. So classification: performance.assistantfinalperformance"
2623753154,7541,chore: skip s3 LIST for projects configured in env,maxdeichmann,17686849,closed,2025-06-27T09:24:33Z,2025-06-27T11:23:38Z,2025-06-27T11:23:38Z,https://api.github.com/repos/langfuse/langfuse,https://github.com/langfuse/langfuse/pull/7541,"
<!-- ELLIPSIS_HIDDEN -->



> [!IMPORTANT]
> Add environment variable to skip S3 list for specified project IDs in `processEventBatch`.
> 
>   - **Environment**:
>     - Add `LANGFUSE_SKIP_S3_LIST_FOR_OBSERVATIONS_PROJECT_IDS` to `env.ts` as an optional string.
>   - **Ingestion Logic**:
>     - In `processEventBatch` in `processEventBatch.ts`, parse `LANGFUSE_SKIP_S3_LIST_FOR_OBSERVATIONS_PROJECT_IDS` to determine `projectIdsToSkipS3List`.
>     - Modify `shouldSkipS3List` logic to skip S3 list if project ID is in `projectIdsToSkipS3List` or source is 'otel'.
> 
> <sup>This description was created by </sup>[<img alt=""Ellipsis"" src=""https://img.shields.io/badge/Ellipsis-blue?color=175173"">](https://www.ellipsis.dev?ref=langfuse%2Flangfuse&utm_source=github&utm_medium=referral)<sup> for e6bdf0a275ea26d5def8c4123b977d160af9610c. You can [customize](https://app.ellipsis.dev/langfuse/settings/summaries) this summary. It will automatically update as commits are pushed.</sup>

<!-- ELLIPSIS_HIDDEN -->",Human,"analysisWe need to classify as performance or non-performance. The PR is about skipping S3 LIST for projects configured in env. It's a change to skip listing S3 for certain projects. This is likely a performance improvement: skipping S3 list reduces latency, reduces API calls, improves performance. The description mentions ""skip S3 list"" which is a performance optimization. So classification: performance.assistantfinalperformance"
2576376243,1911,[rollout] feat: Support Multi-stage Awake for SGLang,hebiao064,11166516,closed,2025-06-08T06:51:40Z,2025-06-23T21:03:35Z,2025-06-23T21:03:35Z,https://api.github.com/repos/volcengine/verl,https://github.com/volcengine/verl/pull/1911,"Co-authored with: MrAta (immrata@gmail.com) and @zhaochenyang20 

### Checklist Before Starting

- [x] Search for similar PR(s).

### What does this PR do?

### Motivation

In RL Ecosystem which use colocate design like [verl](https://github.com/volcengine/verl/tree/main), we need to offload training model and load serving model & KV Cache frequently.


#### Background
- Currently SGLang is using [torch_memory_saver](https://github.com/fzyzcjy/torch_memory_saver) to pause and resume.
- [torch_memory_saver](https://github.com/fzyzcjy/torch_memory_saver) is a open source repo that provided easy to use api to hack **cudaMalloc** and **cudaFree** to make sure the virtual address could be consistent after pause and resume, which is critical to ensure CUDA Graph work.
- CUDA Graph is critical to make sure SGLang runs faster in decoding phases.


#### Here is the current behavior of VERL + SGLang

![Image](https://github.com/user-attachments/assets/e87e7dd6-f223-4de6-8f07-915eb2030ea8)

1. During Training, we have training model and optimizer state in the GPU Memory, and once training is done, we will offload optimizer state to cpu and keep the model weights in GPU, which is needed in Update Weight.
2. During Update Weight, we awake the SGLang engine, so those paused memory of Model Weights and KV Cache will come back. Then we update model from training model to serving model on the fly using the api: `update_weights_in_tensor`
3. After Model being updated, we delete the training model from GPU Memory.


Above design works pretty well so far, however, this would waste a big chunk of GPU Memory during rollout, which could cause a few issues we've seen so far:
- **Small KV Cache**: We need to use relative lower number of mem fraction ratio (e.g: 0.6), hence our KV Cache has less tokens. Given KV Cache has less tokens, we will hit `RuntimeError: Prefill out of memory. Try to lower your batch size.` when we try prefill large number of requests.
- **Out of Memory**: If we use mem fraction ratio 0.8 and run RL for 32B model on 8 H100, it will OOM during update weight


#### Challenge
- `torch_memory_saver` currently only supports Singleton, hence SGLang will pause and resume KV Cache + Weights together, they are treated as the same group of memory controlled by the singleton `torch_memory_saver` instance

#### Proposal
![Image](https://github.com/user-attachments/assets/7fda9638-0dc2-4c14-bc64-cd20616f350f)

1. During Training, we do the same
2. During Update Weight Stage 1, we awake the model weights from SGLang and then update weights
3. During Update Weight Stage 2, we delete the training model weights from GPU Memory
4. Awake the SGLang's KV Cache


![Image](https://github.com/user-attachments/assets/f3dab327-dc2e-4ed8-88d7-15e383f77d25)


### Benefit
With above feature, we can train larger model with same GPU, we can also make training/rollout more efficient given we can allocate larger KV Cache

### Solution: Keep using Singleton and provide tag based pause/resume

- [x] Support tag based resume/pause: https://github.com/fzyzcjy/torch_memory_saver/pull/20
- [x] Support Multiple Stage Awake in SGLang: https://github.com/sgl-project/sglang/pull/7099
- [ ] Support Multiple Stage Awake in verl: https://github.com/volcengine/verl/pull/1911

### High-Level Design

> Demonstrate the high-level design if this PR is complex.

### Specific Changes

> List the specific changes.

### API

> Demonstrate how the API changes if any.

### Usage Example

> Provide usage example(s) for easier usage.

```python
# Add code snippet or script demonstrating how to use this 
```

### Test

![Screenshot 2025-06-19 at 12 16 19 PM](https://github.com/user-attachments/assets/a95dd57e-43e1-4f28-8a84-003ec5c043fc)
![Screenshot 2025-06-19 at 12 13 14 PM](https://github.com/user-attachments/assets/f1f4a8a8-1845-4fad-9424-5526d4154dd0)


### Additional Info.

- **Issue Number**: Fixes issue # or discussion # if any.
- **Training**: [Note which backend this PR will affect: FSDP, Megatron, both, or none]
- **Inference**: [Note which backend this PR will affect: vLLM, SGLang, both, or none]

### Checklist Before Submitting

- [ ] Read the [Contribute Guide](https://github.com/volcengine/verl?tab=readme-ov-file#contribution-guide).
- [ ] Apply [pre-commit checks](https://github.com/volcengine/verl?tab=readme-ov-file#code-linting-and-formatting).
- [ ] Add `[BREAKING]` to the PR title if it breaks any API.
- [ ] Update the documentation about your changes in the [docs](https://github.com/volcengine/verl/tree/main/docs).
- [ ] New CI unit test(s) are added to cover the code path.
- [ ] Rely on existing unit tests on CI that covers the code path.
",Human,"analysisWe need to classify as performance or non-performance. The PR title: ""[rollout] feat: Support Multi-stage Awake for SGLang"". Body describes memory management, GPU memory usage, training/rollout, OOM, etc. It mentions performance: ""CUDA Graph is critical to make sure SGLang runs faster in decoding phases."" Also ""Benefit: With above feature, we can train larger model with same GPU, we can also make training/rollout more efficient given we can allocate larger KV Cache"". So it's about improving performance, memory usage, efficiency. Keywords: performance, optimization, memory, OOM, efficient. So classify as 'performance'.assistantfinalperformance"
2324586321,17207,feat: Support codesigning macOS executables in `bun build --compile`,Pranav2612000,20909078,closed,2025-02-09T15:27:56Z,2025-02-25T09:34:11Z,2025-02-25T09:34:11Z,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/17207,"### What does this PR do?

Based off #15525, this PR adds support for code signing macos executables. This is done with 2 changes:

1. Support codesigning macOS executables in bun build --compile
2. Deletes the hack where we read the last 4096 bytes of the currently running executables itself to see if it ends with ""-- Bun --\n"" . We now add a __BUN,__bun section in the macho executable so all we need to do is a single pointer lookup to find out if the current executable is a standalone executable and to get the data. This will also reduce memory usage because we no longer need to do another memory allocation to read through the standalone executable's code.

### How did you verify your code works?
- Ensured that bun is able to generate binaries which are codesignable.

<!-- **For code changes, please include automated tests**. Feel free to uncomment the line below -->

<!-- I wrote automated tests -->

<!-- If JavaScript/TypeScript modules or builtins changed:

- [ ] I included a test for the new code, or existing tests cover it
- [ ] I ran my tests locally and they pass (`bun-debug test test-file-name.test`)

-->

<!-- If Zig files changed:

- [ ] I checked the lifetime of memory allocated to verify it's (1) freed and (2) only freed when it should be
- [ ] I included a test for the new code, or an existing test covers it
- [ ] JSValue used outside outside of the stack is either wrapped in a JSC.Strong or is JSValueProtect'ed
- [ ] I wrote TypeScript/JavaScript tests and they pass locally (`bun-debug test test-file-name.test`)
-->

<!-- If new methods, getters, or setters were added to a publicly exposed class:

- [ ] I added TypeScript types for the new methods, getters, or setters
-->

<!-- If dependencies in tests changed:

- [ ] I made sure that specific versions of dependencies are used instead of ranged or tagged versions
-->

<!-- If a new builtin ESM/CJS module was added:

- [ ] I updated Aliases in `module_loader.zig` to include the new module
- [ ] I added a test that imports the module
- [ ] I added a test that require() the module
-->


Fixes #7208 
",Human,"analysisWe need to classify as performance or non-performance. The PR adds code signing support and removes hack reading last 4096 bytes, adding a section to Mach-O. It reduces memory usage and uses single pointer lookup. That is a performance improvement: reduces memory usage, faster lookup. The keywords: ""reduce memory usage"", ""single pointer lookup"". It's performance. So label 'performance'.assistantfinalperformance"
2301234632,16824,Glob Match Rewrite,probably-neb,17836474,closed,2025-01-28T02:49:57Z,2025-02-14T14:32:57Z,2025-02-14T14:32:57Z,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/16824,"### What does this PR do?

<!-- **Please explain what your changes do**, example: -->

Rewrites the glob match implementation (both ascii and non-ascii) by porting [the fast-glob crate](https://github.com/shulaoda/fast-glob)

This fixes #14934 as well as a few other issues I found along the way.
Additionally, based on my local testing it results in a large perf win.

The perf win I am referring to was measured by running each test in `test/js/bun/glob/match.test.ts` 10,000 times each and comparing the total runtime for the current and my new implementation. On my machine I get an average of a little over 200x faster than the current implementation. I'd be happy to upload the code for this comparison to github and share if it is of interest.

I didn't do very much more in depth perf testing because my main focus with the PR was to fix the aforementioned issues with the current implementation.

The high-level overview of the change is instead of keeping a track of a `BraceStack` to deal with braces `{foo,bar}`, it recursively creates new globs for each branch (i.e. `1{foo,bar}2` -> [`1foo2`,`1bar2`]). 
This does mean, however, that `matchImpl` must now take in an allocator parameter in order to create the sub globs. For better performance the implementation basically uses a `std.stackFallback` to stack allocate sub globs less than a predetermined length defined by the `GLOB_STACK_BUF_SIZE` variable in both `src/glob/ascii.zig` and `src/glob/GlobWalker.zig` (currently 64 in both places).

You will notice in the PR that I updated all callsites of `matchImpl` to pass in an instance of `Allocator`. I would appreciate if someone more familiar with the codebase than I would double check each place that I did so to make sure I'm using the allocator that makes the most sense in each context. Please note that in places where an allocator was not available in the context I used `bun.default_allocator` rather than change more function signatures, but I'm happy to change this if desired.

- [x] Code changes

### How did you verify your code works?

<!-- **For code changes, please include automated tests**. Feel free to uncomment the line below -->

I wrote automated tests 

<!-- If JavaScript/TypeScript modules or builtins changed:

- [x] I included a test for the new code, or existing tests cover it
- [x] I ran my tests locally and they pass (`bun-debug test test-file-name.test`)

-->



- [x] I checked the lifetime of memory allocated to verify it's (1) freed and (2) only freed when it should be
- [x] I included a test for the new code, or an existing test covers it
- [x] I wrote TypeScript/JavaScript tests and they pass locally (`bun-debug test test-file-name.test`)
",Human,"analysisWe need to classify as 'performance' or 'non-performance'. The PR title: ""Glob Match Rewrite"". Body mentions rewriting glob match implementation, porting fast-glob crate, fixes issues, and ""Additionally, based on my local testing it results in a large perf win."" They mention 200x faster. So it's performance improvement. So classification: 'performance'.assistantfinalperformance"
2441390805,18804,fix(node:http) resume when reading and avoid unnecessary pause/resumes calls,cirospaciari,6379399,closed,2025-04-06T00:07:32Z,2025-04-08T00:30:16Z,2025-04-08T00:30:16Z,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/18804,"### What does this PR do?
Fix: https://github.com/oven-sh/bun/issues/18799
<!-- **Please explain what your changes do**, example: -->

<!--

This adds a new flag --bail to bun test. When set, it will stop running tests after the first failure. This is useful for CI environments where you want to fail fast.

-->

- [ ] Documentation or TypeScript types (it's okay to leave the rest blank in this case)
- [x] Code changes

### How did you verify your code works?
Tests
<!-- **For code changes, please include automated tests**. Feel free to uncomment the line below -->

<!-- I wrote automated tests -->

<!-- If JavaScript/TypeScript modules or builtins changed:

- [ ] I included a test for the new code, or existing tests cover it
- [ ] I ran my tests locally and they pass (`bun-debug test test-file-name.test`)

-->

<!-- If Zig files changed:

- [ ] I checked the lifetime of memory allocated to verify it's (1) freed and (2) only freed when it should be
- [ ] I included a test for the new code, or an existing test covers it
- [ ] JSValue used outside of the stack is either wrapped in a JSC.Strong or is JSValueProtect'ed
- [ ] I wrote TypeScript/JavaScript tests and they pass locally (`bun-debug test test-file-name.test`)
-->

<!-- If new methods, getters, or setters were added to a publicly exposed class:

- [ ] I added TypeScript types for the new methods, getters, or setters
-->

<!-- If dependencies in tests changed:

- [ ] I made sure that specific versions of dependencies are used instead of ranged or tagged versions
-->

<!-- If a new builtin ESM/CJS module was added:

- [ ] I updated Aliases in `module_loader.zig` to include the new module
- [ ] I added a test that imports the module
- [ ] I added a test that require() the module
-->
",Human,"analysisWe need to classify as performance or non-performance. The PR title: ""fix(node:http) resume when reading and avoid unnecessary pause/resumes calls"". The description: ""Fix: https://github.com/oven-sh/bun/issues/18799"". It seems to fix node:http resume behavior, avoid unnecessary pause/resumes calls. That is about performance? It might be about improving performance by reducing unnecessary pause/resume calls. The keywords: ""resume"", ""pause"", ""unnecessary"". The description says ""avoid unnecessary pause/resumes calls"". That is a performance improvement. The issue link might be about performance. The PR is about node:http. The description: ""Fix: https://github.com/oven-sh/bun/issues/18799"". The issue likely about performance. The PR is about avoiding unnecessary pause/resume calls, which is a performance improvement. So classify as 'performance'.

Check if any other classification: The PR is about node:http, but the change is to avoid unnecessary pause/resume calls, which is a performance improvement. So classification: performance.assistantfinalperformance"
2425248848,18585,avoid encoding as double in `napi_create_double` if possible,dylan-conway,35280289,closed,2025-03-28T13:01:23Z,2025-03-28T22:16:32Z,2025-03-28T22:16:32Z,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/18585,"### What does this PR do?
Arithmetic on numbers encoded as doubles in JSC seems to hit more slow paths compared to `NumberTag` numbers.

Fixes #9218

We might want to do this in other places. With this change in a debug build, fps goes from ~1 to ~100 on M4 max

<img width=""339"" alt=""Screenshot 2025-03-28 at 5 54 06 AM"" src=""https://github.com/user-attachments/assets/2f4817a4-af4c-4d9e-a293-d98d478871be"" />
<!-- **Please explain what your changes do**, example: -->

<!--

This adds a new flag --bail to bun test. When set, it will stop running tests after the first failure. This is useful for CI environments where you want to fail fast.

-->

### How did you verify your code works?

<!-- **For code changes, please include automated tests**. Feel free to uncomment the line below -->

<!-- I wrote automated tests -->

<!-- If JavaScript/TypeScript modules or builtins changed:

- [ ] I included a test for the new code, or existing tests cover it
- [ ] I ran my tests locally and they pass (`bun-debug test test-file-name.test`)

-->

<!-- If Zig files changed:

- [ ] I checked the lifetime of memory allocated to verify it's (1) freed and (2) only freed when it should be
- [ ] I included a test for the new code, or an existing test covers it
- [ ] JSValue used outside of the stack is either wrapped in a JSC.Strong or is JSValueProtect'ed
- [ ] I wrote TypeScript/JavaScript tests and they pass locally (`bun-debug test test-file-name.test`)
-->

<!-- If new methods, getters, or setters were added to a publicly exposed class:

- [ ] I added TypeScript types for the new methods, getters, or setters
-->

<!-- If dependencies in tests changed:

- [ ] I made sure that specific versions of dependencies are used instead of ranged or tagged versions
-->

<!-- If a new builtin ESM/CJS module was added:

- [ ] I updated Aliases in `module_loader.zig` to include the new module
- [ ] I added a test that imports the module
- [ ] I added a test that require() the module
-->
",Human,"analysisWe need to classify as performance or non-performance. The PR title: ""avoid encoding as double in `napi_create_double` if possible"". Body: mentions arithmetic on numbers encoded as doubles in JSC hits slow paths compared to NumberTag numbers. Fixes #9218. With change in debug build, fps goes from ~1 to ~100 on M4 max. So it's clearly performance improvement. So label 'performance'.assistantfinalperformance"
2435440515,18728,Remove JSC.Strong from NodeHTTPResponse,Jarred-Sumner,709451,open,2025-04-02T23:26:17Z,,,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/18728,"### What does this PR do?

Remove the `JSC.Strong` for the `Promise` from `NodeHTTPResponse`. This means that the only strong reference to the NodeHTTPResponse object comes from the socket.

Note that this won't impact promise rejections because those are kept as strong inside the JSGlobalObject.

### How did you verify your code works?

CI",Human,"analysisWe need to classify whether the primary purpose is performance. The PR removes JSC.Strong from NodeHTTPResponse. That seems like a memory/performance optimization? It says only strong reference from socket, no impact on promise rejections. This is about memory management, possibly performance. The description: ""Remove the JSC.Strong for the Promise from NodeHTTPResponse. This means that the only strong reference to the NodeHTTPResponse object comes from the socket."" That is about memory usage, maybe performance. The keywords: memory, performance, optimization. So likely performance. The classification: 'performance'.assistantfinalperformance"
2256956124,16095,Report memory cost of sourcemaps to GC,Jarred-Sumner,709451,closed,2025-01-01T09:32:16Z,2025-03-08T04:09:24Z,,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/16095,"### What does this PR do?

<!-- **Please explain what your changes do**, example: -->

<!--

This adds a new flag --bail to bun test. When set, it will stop running tests after the first failure. This is useful for CI environments where you want to fail fast.

-->

- [ ] Documentation or TypeScript types (it's okay to leave the rest blank in this case)
- [ ] Code changes

### How did you verify your code works?

<!-- **For code changes, please include automated tests**. Feel free to uncomment the line below -->

<!-- I wrote automated tests -->

<!-- If JavaScript/TypeScript modules or builtins changed:

- [ ] I included a test for the new code, or existing tests cover it
- [ ] I ran my tests locally and they pass (`bun-debug test test-file-name.test`)

-->

<!-- If Zig files changed:

- [ ] I checked the lifetime of memory allocated to verify it's (1) freed and (2) only freed when it should be
- [ ] I included a test for the new code, or an existing test covers it
- [ ] JSValue used outside outside of the stack is either wrapped in a JSC.Strong or is JSValueProtect'ed
- [ ] I wrote TypeScript/JavaScript tests and they pass locally (`bun-debug test test-file-name.test`)
-->

<!-- If new methods, getters, or setters were added to a publicly exposed class:

- [ ] I added TypeScript types for the new methods, getters, or setters
-->

<!-- If dependencies in tests changed:

- [ ] I made sure that specific versions of dependencies are used instead of ranged or tagged versions
-->

<!-- If a new builtin ESM/CJS module was added:

- [ ] I updated Aliases in `module_loader.zig` to include the new module
- [ ] I added a test that imports the module
- [ ] I added a test that require() the module
-->
",Human,"analysisWe need to classify as performance or non-performance. The PR title: ""Report memory cost of sourcemaps to GC"". The description: It's about reporting memory cost of sourcemaps to GC. That seems like memory usage, maybe performance. The keywords: memory, cost, GC. The instruction says performance-related PR may contain keywords like memory. So likely performance. The primary purpose: to report memory cost of sourcemaps to GC. That is about memory usage, which is performance. So classify as 'performance'.assistantfinalperformance"
