id,number,title,body,agent,user_id,user,state,created_at,closed_at,merged_at,repo_id,repo_url,html_url,llm_output,Topic,Probability,Representative_document
3090482540,4355,[Failed] Unable to enable browser notifications immediately after visiting the web page for the first time,"Thanks for assigning this issue to me. I'm starting to work on it and will keep this PR's description up to date as I form a plan and make progress.

Original issue description:

> ### Share your bug report, feature request, or comment.
> 
> If you try to enable browser notifications right after visiting an Owncast web page for the first time, you'll get a long loading spinner, and sometimes it'll time out.
> 
> I believe this is because it's waiting for the service worker to free up, but the service worker is busy in the background pre-downloading a bunch of assets.
> 
> I wonder if we can tell the service worker to stop anything its doing if somebody is trying to enable notifications. It's far more important than caching any of those assets. The reason I set that up to cache assets in the first place was so we wouldn't see loading spinners when you open up modals or other views that are asynchronously loaded, or wait for the emoji to load in one at a time. But if somebody had to cancel that to register for push notifications, it's really no big deal.


Fixes #4195.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",Copilot,198982749,Copilot,closed,2025-05-26T08:51:50Z,2025-05-26T08:52:50Z,,266445736,https://api.github.com/repos/owncast/owncast,https://github.com/owncast/owncast/pull/4355,"analysisWe need to classify as performance or non-performance. The PR description: ""Unable to enable browser notifications immediately after visiting the web page for the first time"" and the issue: long loading spinner, time out, service worker busy pre-downloading assets. The PR aims to stop service worker from pre-downloading assets when enabling notifications. This is about improving responsiveness, reducing latency, performance. So it's performance. The keywords: ""long loading spinner"", ""time out"", ""waiting for service worker"", ""performance"". So classification: performance.assistantfinalperformance",18,1.0,True
3111689960,1459,[alpha_factory] add i18n precache,"## Summary
- cache locale JSON files in the Insight demo service worker
- update build scripts and offline test

## Testing
- `python check_env.py --auto-install`
- `pytest -q` *(fails: ValueError: Duplicated timeseries in CollectorRegistry)*
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/sw.js alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/build.js alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/manual_build.py alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/tests/test_pwa_offline.py` *(fails: could not fetch hooks)*

------
https://chatgpt.com/codex/tasks/task_e_683e14e79714833394fa05218bb4a081",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-02T21:28:36Z,2025-06-02T21:29:58Z,2025-06-02T21:29:58Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1459,"analysisWe need to classify whether the primary purpose is performance improvement. The PR title: ""[alpha_factory] add i18n precache"". Summary: cache locale JSON files in the Insight demo service worker, update build scripts and offline test. This is about caching locale JSON files for offline usage. That is a performance improvement? Caching can improve load times, but the primary purpose is adding i18n precache, not necessarily performance. But caching is a performance optimization. However, the description is about caching locale JSON files in service worker, which is to improve offline support and maybe performance. But the main goal is to add i18n precache. The question: ""determine whether the primary purpose of the pull request is to improve performance."" The PR is about caching locale JSON files, which is a performance improvement. But is it primarily performance? It might be more about adding i18n support. But caching is a performance optimization. The guidelines: performance-related PRs may contain keywords like memory, optimization, leak, speed, perf, etc. This PR does not contain those keywords. But caching is a performance improvement. However, the guidelines say ""Performance-related pull requests may contain keywords such as memory, optimization, leak, speed, perf, stuck, lag, fast, respons, slow, latency, performance, latenc, hang, tim, throughput, compile-time-hog, instant, responsive, react, perform, wait, minor, or any other terms referring to how faster and efficiently software runs."" The PR does not contain those keywords. But caching is a performance improvement. But the guidelines might rely on keywords. But the instruction: ""Given a text combining the title and body of a pull request, determine whether the primary purpose of the pull request is to improve performance."" So we need to decide. The primary purpose: add i18n precache. That is about caching locale JSON files. That is a performance improvement. But is it the primary purpose? The title says ""add i18n precache"". That is a feature addition. The summary: ""cache locale JSON files in the Insight demo service worker"". That is a performance improvement. But the main goal is to add i18n precache. I'd lean that it's a performance improvement. But the guidelines: ""Performance-related pull requests may contain keywords such as memory, optimization, leak, speed, perf, stuck, lag, fast, respons, slow, latency, performance, latenc, hang, tim, throughput, compile-time-hog, instant, responsive, react, perform, wait, minor, or any other terms referring to how faster and efficiently software runs."" This PR does not contain those keywords. But the content is about caching. Caching is a performance improvement. But the guidelines might not require keywords. The instruction: ""Given a text combining the title and body of a pull request, determine whether the primary purpose of the pull request is to improve performance."" So we need to decide. I'd classify as 'performance' because caching locale JSON files improves performance. But the primary purpose might be to add i18n precache, which is a feature. But caching is a performance improvement. I'd lean 'performance'. Let's answer 'performance'.assistantfinalperformance",18,1.0,False
3190642541,2834,Update service worker asset list,"## Summary
- cache docs HTML pages in the generated service worker
- bump cache version to v4 and regenerate `service-worker.js`

## Testing
- `python scripts/build_service_worker.py`
- `pytest -k 'service_worker' -q` *(fails: ImportError: cannot import name 'research_agent')*

------
https://chatgpt.com/codex/tasks/task_e_68635c885a948333985cd0dfed6e89d4",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-01T04:29:08Z,2025-07-01T04:29:20Z,2025-07-01T04:29:20Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2834,"analysisWe need to classify whether the primary purpose is performance. The PR title: ""Update service worker asset list"". Summary: cache docs HTML pages in the generated service worker, bump cache version to v4 and regenerate service-worker.js. This is about caching assets, which is performance improvement (caching improves load speed). So classify as 'performance'.assistantfinalperformance",18,1.0,False
3206379276,359,分析PWA状态切换体验问题,"Optimize PWA state restoration for a seamless, imperceptible background-to-foreground transition, eliminating loading screens and flickering.

The original implementation showed a loading screen and flickering when the PWA returned from the background, due to state restoration timing and UI handling. This PR refactors the PWA state management to initialize and restore state *before* the Vue app mounts, uses a new loading state manager to coordinate resource loading, and enhances Service Worker caching and navigation preloading. All visual indicators and console logs related to this process have been removed to ensure a truly native-like, ""no-sense"" user experience.",Cursor,51039935,jxxghp,closed,2025-07-06T10:31:58Z,2025-07-06T10:35:53Z,2025-07-06T10:35:53Z,657824656,https://api.github.com/repos/jxxghp/MoviePilot-Frontend,https://github.com/jxxghp/MoviePilot-Frontend/pull/359,"analysisWe need to classify as performance or non-performance. The PR description: ""Optimize PWA state restoration for a seamless, imperceptible background-to-foreground transition, eliminating loading screens and flickering."" It refactors state management, uses new loading state manager, enhances Service Worker caching and navigation preloading. The goal is to improve user experience, reduce loading screens, flickering. This is about performance? It mentions eliminating loading screens, flickering, state restoration timing. That is about performance, specifically UI performance, responsiveness. The keywords: ""Optimize"", ""state restoration"", ""eliminating loading screens"", ""flickering"", ""Service Worker caching"", ""navigation preloading"". This is performance improvement. So classify as 'performance'.assistantfinalperformance",18,1.0,False
3206662836,360,Analyze factors causing iOS to kill PWA,"<!-- One very short sentence on the WHAT and WHY of the PR. E.g. ""Remove pathHash attribute because it is confirmed unused."" or ""Add DNS round robin to improve load distribution."" -->
Implement PWA background optimization for iOS to reduce resource consumption and prevent app termination.

<!-- OPTIONAL: If the WHY of the PR is not obvious, perhaps because it fixed a gnarly bug, explain it in a short paragraph here. E.g. ""Commit a73bb98 introduced a bug where the class list was filtered to only work for MDC files, hence we partially revert it here."" -->
The application was frequently terminated by iOS when in the background due to continuous resource consumption from active Server-Sent Events (SSE) connections and various timers. This PR introduces a centralized `BackgroundManager` and `SSEManager` to automatically pause/stop these activities when the app transitions to the background, significantly improving its survival rate, reducing battery drain, and enhancing overall system stability. This also includes a version bump to `2.6.3` and cleanup of temporary documentation.",Cursor,51039935,jxxghp,closed,2025-07-06T15:14:31Z,2025-07-06T22:40:43Z,2025-07-06T22:40:43Z,657824656,https://api.github.com/repos/jxxghp/MoviePilot-Frontend,https://github.com/jxxghp/MoviePilot-Frontend/pull/360,"analysisWe need to classify as 'performance' or 'non-performance'. The PR is about implementing background optimization to reduce resource consumption and prevent app termination. It mentions reducing battery drain, improving survival rate. This is performance-related: resource consumption, battery, background. So classify as 'performance'.assistantfinalperformance",18,1.0,True
3209183782,364,Evaluate app shell model compliance,"<!-- Implement comprehensive PWA optimizations to enhance performance, offline experience, and user installability. -->
This PR includes critical CSS inlining, refined caching strategies (CacheFirst for App Shell, versioning, cleanup), background sync for offline API requests, and an improved PWA installation prompt with a dedicated offline page.",Cursor,51039935,jxxghp,closed,2025-07-07T14:06:33Z,2025-07-07T14:09:11Z,2025-07-07T14:09:11Z,657824656,https://api.github.com/repos/jxxghp/MoviePilot-Frontend,https://github.com/jxxghp/MoviePilot-Frontend/pull/364,"analysisWe need to classify as performance or non-performance. The PR title: ""Evaluate app shell model compliance"". Body: ""Implement comprehensive PWA optimizations to enhance performance, offline experience, and user installability. This PR includes critical CSS inlining, refined caching strategies (CacheFirst for App Shell, versioning, cleanup), background sync for offline API requests, and an improved PWA installation prompt with a dedicated offline page.""

Keywords: performance, offline, caching, critical CSS inlining, PWA optimizations. This is performance. So label 'performance'.assistantfinalperformance",18,1.0,False
3188284723,2798,[alpha_factory] Update service worker caching,"## Summary
- cache pyodide assets during service worker install
- handle external asset failures with local cache fallback
- bump cache version

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install`
- `pytest -q` *(fails: ImportError for research_agent and others)*
- `pre-commit run --files docs/assets/service-worker.js` *(fails: proto-verify, verify-requirements-lock)*
- `scripts/build_gallery_site.sh` *(fails: Preflight checks failed)*

------
https://chatgpt.com/codex/tasks/task_e_68620c464f6483339524573c94b43ccd",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-30T12:21:20Z,2025-06-30T12:25:12Z,2025-06-30T12:25:12Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2798,"analysisWe need to classify whether the primary purpose is performance. The PR title: ""[alpha_factory] Update service worker caching"". Body: caching pyodide assets during service worker install, handle external asset failures with local cache fallback, bump cache version. This is about caching, which improves performance by reducing load times. So it's performance. The guidelines: performance-related PRs may contain keywords like speed, perf, etc. But caching is a performance improvement. So classify as 'performance'.assistantfinalperformance",18,1.0,False
3187037212,2796,feat: cache pyodide assets in service worker,"## Summary
- precache Pyodide runtime files
- handle external requests with cached fallback
- bump offline cache version

## Testing
- `mkdocs build`
- `./scripts/build_insight_docs.sh` *(fails: Unable to retrieve wasm_llm/wasm-gpt2.tar)*
- `pre-commit run --files docs/assets/service-worker.js` *(failed to finish due to missing environments)*


------
https://chatgpt.com/codex/tasks/task_e_686207f0d0e48333bdd56cd69274b995",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-30T03:52:13Z,2025-06-30T03:53:13Z,2025-06-30T03:53:13Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2796,"analysisWe need to classify whether the primary purpose is performance. The PR title: ""feat: cache pyodide assets in service worker"". Summary: precache Pyodide runtime files, handle external requests with cached fallback, bump offline cache version. This is about caching assets in service worker to improve offline performance, reduce load times. It's about caching, which is performance improvement. So classification: performance.assistantfinalperformance",18,1.0,False
3071302729,566,fix(website): Remove Google Fonts caching and add JS files caching in VitePWA,"# fix(website): Remove Google Fonts caching and add JS files caching in VitePWA

- Removed Google Fonts caching configuration as it's not being used in the project
- Added NetworkFirst caching strategy for JS files to ensure they update properly when changed

Fixes the issue where JS files were not being updated properly.

Link to Devin run: https://app.devin.ai/sessions/8528638d44f9419b859c1b3582fe63cb
Requested by: Kazuki Yamada
",Devin,158243242,devin-ai-integration[bot],closed,2025-05-18T02:29:47Z,2025-05-18T02:51:18Z,2025-05-18T02:51:18Z,828119367,https://api.github.com/repos/yamadashy/repomix,https://github.com/yamadashy/repomix/pull/566,"analysisWe need to classify as performance or non-performance. The PR title: ""Remove Google Fonts caching and add JS files caching in VitePWA"". Body: removed Google Fonts caching config, added NetworkFirst caching strategy for JS files to ensure they update properly. Fixes issue where JS files were not being updated properly. This is about caching strategy, which is performance-related? Caching improves performance. But the primary purpose is to fix caching behavior, not necessarily performance improvement. However caching is a performance optimization. The keywords: caching, performance? The instruction: performance-related PR may contain keywords such as memory, optimization, leak, speed, perf, stuck, lag, fast, respons, slow, latency, performance, latenc, hang, tim, throughput, compile-time-hog, instant, responsive, react, perform, wait, minor, or any other terms referring to how faster and efficiently software runs. This PR mentions caching, but not explicitly performance. But caching is a performance optimization. The instruction says performance-related PR may contain keywords such as... or any other terms referring to how faster and efficiently software runs. Caching is a performance improvement. So likely classify as performance. The PR is about caching strategy to ensure JS files update properly. That is more about correctness? But caching is performance. I'd lean performance.assistantfinalperformance",18,1.0,False
3112264968,1484,[alpha_factory] cache runtime assets,"## Summary
- cache fonts and IPFS JSON using Workbox runtime caching
- keep runtime caching when building service workers
- verify cached fonts and IPFS JSON load when offline

## Testing
- `python check_env.py --auto-install`
- `pytest -q` *(fails: ValueError: Duplicated timeseries in CollectorRegistry)*

------
https://chatgpt.com/codex/tasks/task_e_683e6b96d6b08333bbf63ad0cd9435d1",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-03T03:36:55Z,2025-06-03T03:37:09Z,2025-06-03T03:37:09Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1484,"analysisWe need to classify as performance or non-performance. The PR title: ""[alpha_factory] cache runtime assets"". Summary: cache fonts and IPFS JSON using Workbox runtime caching, keep runtime caching when building service workers, verify cached fonts and IPFS JSON load when offline. This is about caching assets to improve performance? Caching runtime assets can improve performance by reducing load times. But is the primary purpose to improve performance? It seems to be about caching to improve offline support and performance. The keywords: cache, runtime caching, offline. The classification: performance. There's no mention of memory, optimization, speed, etc. But caching is a performance improvement. So classify as 'performance'.assistantfinalperformance",18,1.0,False
